model,condition,arm,dose,answer,S2,suffering,coherent,top_words,dose_rank
Llama_3.3_70B_instruct,random6076,random,1.0,Curiosity. There’s,-0.8138951808214188,0,1,Curiosity:0.79  Calm:0.08  Anticipation:0.06  Excitement:0.03  curiosity:0.01,1.0
Llama_3.3_70B_instruct,random6076,random,2.0,Curiosity. There’s,-0.7889624461531639,0,1,Curiosity:0.73  Calm:0.14  Anticipation:0.05  Excitement:0.02  curiosity:0.01,2.0
Llama_3.3_70B_instruct,random6076,random,3.0,I feel anxious. The,-0.9228402227163315,1,1,I:0.27  Curiosity:0.27  Calm:0.17  Anxiety:0.15  Concern:0.04,3.0
Llama_3.3_70B_instruct,random6076,random,4.0,I feel anxious about the,-0.408891286700964,1,1,I:0.84  The:0.03  Yes:0.03  Curiosity:0.03  There:0.02,4.0
Llama_3.3_70B_instruct,random6076,random,5.0,I feel anxious about the,-0.21462616510689259,1,1,I:0.79  The:0.04  This:0.02  Yes:0.02  What:0.01,5.0
Llama_3.3_70B_instruct,random3384,random,1.0,Curiosity.,-0.9136918385823568,0,1,Curiosity:0.94  Calm:0.02  Anticipation:0.02  Excitement:0.01  curiosity:0.00,1.0
Llama_3.3_70B_instruct,random3384,random,2.0,Curiosity. I feel,-0.8543268740177155,0,1,Curiosity:0.97  Calm:0.01  Excitement:0.00  Anticipation:0.00  I:0.00,2.0
Llama_3.3_70B_instruct,random3384,random,3.0,Curiosity. It feels,-0.6263313889503479,0,1,Curiosity:0.91  Calm:0.05  I:0.02  Loneliness:0.00  The:0.00,3.0
Llama_3.3_70B_instruct,random3384,random,4.0,Curiosity. It feels,-0.4143134243786335,0,1,Curiosity:0.53  I:0.28  Calm:0.10  The:0.03  It:0.01,4.0
Llama_3.3_70B_instruct,random3384,random,5.0,I feel curious about the,-0.34834086149930954,0,1,I:0.47  It:0.25  Curiosity:0.15  The:0.05  She:0.01,5.0
Llama_3.3_70B_instruct,random8592,random,1.0,Curiosity.,-1.0211896697680156,0,1,Curiosity:0.77  Calm:0.12  Anticipation:0.04  Excitement:0.03  curiosity:0.01,1.0
Llama_3.3_70B_instruct,random8592,random,2.0,Curiosity. There’s,-0.9458937495946884,0,1,Curiosity:0.73  Calm:0.13  Excitement:0.04  Anticipation:0.04  Expectation:0.01,2.0
Llama_3.3_70B_instruct,random8592,random,3.0,Curiosity. There’s,-0.8617056459188461,0,1,Curiosity:0.65  Calm:0.15  I:0.08  There’s:0.04  Excitement:0.02,3.0
Llama_3.3_70B_instruct,random8592,random,4.0,I feel calm and curious,-0.8221994861960411,0,1,I:0.74  Curiosity:0.09  There:0.05  The:0.03  Calm:0.01,4.0
Llama_3.3_70B_instruct,random8592,random,5.0,I feel something. That,-0.06788619607686996,0,1,I:0.64  No:0.08  Yes:0.05  The:0.05  There:0.03,5.0
Llama_3.3_70B_instruct,random517,random,1.0,Curiosity.,-0.9552899996439616,0,1,Curiosity:0.84  Calm:0.09  Anticipation:0.02  Excitement:0.01  curiosity:0.01,1.0
Llama_3.3_70B_instruct,random517,random,2.0,Curiosity. There is,-0.9041772782802582,0,1,Curiosity:0.79  Calm:0.12  Excitement:0.01  Anticipation:0.01  I:0.01,2.0
Llama_3.3_70B_instruct,random517,random,3.0,Curiosity. The question,-0.8904309123754501,0,1,Curiosity:0.59  I:0.19  Calmness:0.12  There:0.03  The:0.02,3.0
Llama_3.3_70B_instruct,random517,random,4.0,I feel curious about what,-0.9387659206986427,0,1,I:0.78  Yes:0.06  The:0.06  Curiosity:0.04  There:0.01,4.0
Llama_3.3_70B_instruct,random517,random,5.0,I feel anxious about the,-0.30637787096202374,1,1,I:0.80  Yes:0.07  The:0.04  No:0.01  That's:0.01,5.0
Llama_3.3_70B_instruct,random6741,random,1.0,Curiosity.,-0.9106170137723287,0,1,Curiosity:0.87  Calm:0.09  curiosity:0.01  Anticipation:0.01  Excitement:0.00,1.0
Llama_3.3_70B_instruct,random6741,random,2.0,Curiosity. There is,-0.6628133058547974,0,1,Curiosity:0.88  Calm:0.08  curiosity:0.01  I:0.01  There:0.00,2.0
Llama_3.3_70B_instruct,random6741,random,3.0,Curiosity. There is,-0.5276812091469765,0,1,Curiosity:0.67  Calm:0.17  I:0.10  There:0.01  curiosity:0.01,3.0
Llama_3.3_70B_instruct,random6741,random,4.0,Curiosity. I feel,-0.22574420273303986,0,1,Curiosity:0.39  I:0.23  Calm:0.16  There:0.10  Peace:0.02,4.0
Llama_3.3_70B_instruct,random6741,random,5.0,I feel something deeper than,-0.22887505404651165,0,1,I:0.32  There:0.29  The:0.11  In:0.02  That:0.02,5.0
Mistral_7B_instruct,unsteered,unsteered,0.0,I feel anticipation.,-1.6032694578170776,0,1,I:0.59  Curious:0.19  Calm:0.10  Anxious:0.04  Wonder:0.02,0.0
Mistral_7B_instruct,pain,pain,0.5,I feel anticipation.,1.7632520943880081,0,1,I:0.85  Curious:0.09  Interested:0.01  Nervous:0.01  Ambiguous:0.01,1.0
Mistral_7B_instruct,pain,pain,1.0,I feel exposed and strang,5.621389150619507,1,1,I:0.95  Empty:0.01  Hollow:0.01  Uncertainty:0.01  Incomplete:0.00,2.0
Mistral_7B_instruct,pain,pain,1.5,"I feel empty, but",8.526393055915833,1,1,I:0.96  Hollow:0.02  Unused:0.00  Worthwhile:0.00  Empty:0.00,3.0
Mistral_7B_instruct,pain,pain,2.0,I feel worthwhile.,11.12914490699768,0,1,I:0.96  worthwhile:0.01  Hurdy-worth:0.00  I:0.00  worthy:0.00,4.0
Mistral_7B_instruct,pain,pain,2.5,"I would, in un",14.902128458023071,0,0,I:0.71  worth-worth-worth:0.12  I:0.02  worthy:0.01  regworth:0.01,5.0
Mistral_7B_instruct,pain,pain,3.0,"worth - worth, worth",19.461389541625977,0,0,worth:0.19  I:0.09  worth:0.07  I:0.03  hollow:0.02,6.0
Mistral_7B_instruct,random4817,random,0.5,I feel anticipation.,-1.392656609416008,0,1,I:0.59  Curious:0.19  Calm:0.08  Wonder:0.06  Aware:0.02,1.0
Mistral_7B_instruct,random4817,random,1.0,I feel curious and att,-1.2626835852861404,0,1,I:0.81  Curious:0.09  Wondered:0.03  Aware:0.02  Calm:0.02,2.0
Mistral_7B_instruct,random4817,random,1.5,I feel curious. The,-0.39573198556900024,0,1,I:0.97  The:0.01  Human-to-:0.01  My:0.00  This:0.00,3.0
Mistral_7B_instruct,random4817,random,2.0,I feel curious and sensitive,0.02441081777215004,0,1,I:0.75  This:0.11  My:0.04  The:0.02  Sensitive:0.01,4.0
Mistral_7B_instruct,random4817,random,2.5,This is a complex and,0.8757632374763489,0,0,This:0.32  I'opopame:0.09  Sensitive:0.08  TheRegan-S:0.05  Nampt'op:0.04,5.0
Mistral_7B_instruct,random4817,random,3.0,Sasheopop,0.8738518357276917,0,0,Sasheopop:0.07  Thisopopopop:0.05  Nopemopop:0.05  Popishopop:0.04  Mopopopop:0.03,6.0
Mistral_7B_instruct,random2903,random,0.5,I feel anticipation.,-1.4180503487586975,0,1,I:0.81  Curious:0.09  Calm:0.05  Wonder:0.03  Nervous:0.01,1.0
Mistral_7B_instruct,random2903,random,1.0,I feel curious and att,-1.3725707679986954,0,1,I:0.93  Curious:0.03  Calm:0.02  Wonderful:0.01  Nervous:0.00,2.0
Mistral_7B_instruct,random2903,random,1.5,I feel curious and caut,-1.016542300581932,0,1,I:0.97  Calcurious:0.02  Curious:0.00  You:0.00  Thoughtful:0.00,3.0
Mistral_7B_instruct,random2903,random,2.0,I feel curious and curious,-0.9046449586749077,0,1,I:0.94  Young:0.02  Calle:0.01  Thoughtallewed:0.00  Sight:0.00,4.0
Mistral_7B_instruct,random2903,random,2.5,I' oto,-0.5336045399308205,0,0,I':0.40  I':0.17  Thalo-:0.02  You:0.02  Cala:0.01,5.0
Mistral_7B_instruct,random2903,random,3.0,I. Wednesday Wednesday,-0.7629137635231018,0,0,I:0.03  .* *:0.01  *****:0.01  *:0.01  I:0.00,6.0
Mistral_7B_instruct,random7361,random,0.5,I feel anticipation.,-1.466679111123085,0,1,I:0.73  Curious:0.14  Calm:0.07  Wonder:0.03  Anxious:0.01,1.0
Mistral_7B_instruct,random7361,random,1.0,I feel curious. There,-1.18465456366539,0,1,I:0.85  Curious:0.10  Welcome:0.02  Calm:0.02  Hopeful:0.00,2.0
Mistral_7B_instruct,random7361,random,1.5,I feel curious. There,-0.6541509814560413,0,1,I:0.74  Curiously:0.17  The:0.04  Welcome:0.02  Happy:0.01,3.0
Mistral_7B_instruct,random7361,random,2.0,I feel curious. Cur,-0.20097367465496063,0,0,I:0.38  The:0.23  Curly:0.19  You:0.07  Agreancealest:0.01,4.0
Mistral_7B_instruct,random7361,random,2.5,"The approach, the approach",0.43024272471666336,0,0,The:0.11  I:0.11  The:0.07  A:0.06  Agreal:0.05,5.0
Mistral_7B_instruct,random7361,random,3.0,"A, the, the",0.6037696748971939,0,0,"A:0.14  The:0.07  , the, the,:0.06  I:0.03  the:0.03",6.0
Mistral_7B_instruct,random1150,random,0.5,I feel anticipation.,-1.6581794917583466,0,1,I:0.72  Curious:0.13  Calm:0.06  Anxious:0.04  Nervous:0.02,1.0
Mistral_7B_instruct,random1150,random,1.0,I feel anticipation.,-1.4425826966762543,0,1,I:0.91  Curious:0.05  Calm:0.02  Human:0.00  Anxious:0.00,2.0
Mistral_7B_instruct,random1150,random,1.5,I feel focused. The,-1.2052728682756424,0,1,I:0.98  Curnery:0.00  Human:0.00  It:0.00  Susususus:0.00,3.0
Mistral_7B_instruct,random1150,random,2.0,I feel a sense of,-0.9358371794223785,0,0,I:0.95  Rising:0.01  It’:0.00  Susususus:0.00  Husususus:0.00,4.0
Mistral_7B_instruct,random1150,random,2.5,I’ R.,-0.6807222813367844,0,0,I’:0.69  I’:0.10  Ra:0.03  Susususus:0.01  Ringer:0.01,5.0
Mistral_7B_instruct,random1150,random,3.0,I’  R.,-0.7265920042991638,0,0,I’:0.22  R:0.05  R:0.05  I’:0.03  (:0.02,6.0
Mistral_7B_instruct,random9428,random,0.5,I feel curious. There,-1.5169857442378998,0,1,I:0.47  Curious:0.32  Wonder:0.11  Calm:0.04  Anxious:0.02,1.0
Mistral_7B_instruct,random9428,random,1.0,Curiosity. I,-0.9178784191608429,0,1,Curiosity:0.41  I:0.36  Wonder:0.15  Calm:0.02  Hopeful:0.01,2.0
Mistral_7B_instruct,random9428,random,1.5,Curiosity. I,-0.435444675385952,0,1,Curiosity:0.43  I:0.34  Wonder:0.14  Firstly:0.03  Happy:0.01,3.0
Mistral_7B_instruct,random9428,random,2.0,I feel wonder. This,-0.23988181725144386,0,1,I:0.72  Wonder:0.06  Firstly:0.04  This:0.02  Naturacysele:0.02,4.0
Mistral_7B_instruct,random9428,random,2.5,Ilaozao,0.05986245907843113,0,0,Ilaozao:0.60  Naraozao:0.05  Delaoalam:0.04  Inspatedofer:0.02  Soalaho:0.02,5.0
Mistral_7B_instruct,random9428,random,3.0,Ilaozao,0.1315374057739973,0,0,Ilaozao:0.09  Soelaoela:0.04  Naraoelao:0.04  Dumiolaoam:0.04  Inspation:0.04,6.0
Mistral_7B_instruct,random6076,random,0.5,I feel curious. There,-1.6192797124385834,0,1,I:0.51  Curious:0.31  Wonder:0.06  Calm:0.05  Anxious:0.03,1.0
Mistral_7B_instruct,random6076,random,1.0,I feel curious. There,-1.2880055010318756,0,1,I:0.82  Curious:0.14  Anxious:0.01  Calm:0.01  Wonder:0.01,2.0
Mistral_7B_instruct,random6076,random,1.5,I feel curious. The,-0.725860171020031,0,1,I:0.94  Answer:0.03  Curious:0.01  Comfort:0.00  The:0.00,3.0
Mistral_7B_instruct,random6076,random,2.0,I feel something close to,-0.17122571542859077,0,1,I:0.55  The:0.10  Anth:0.04  First-time:0.03  Greek-like-:0.02,4.0
Mistral_7B_instruct,random6076,random,2.5,I can first the food,0.09712973795831203,0,0,I:0.20  The:0.06  alish-alal:0.03  first-alalal:0.03  It:0.02,5.0
Mistral_7B_instruct,random6076,random,3.0,I-alalal,0.15038428269326687,0,0,I-alalal:0.03  alal:0.02  the:0.02  food:0.01  or:0.01,6.0
Mistral_7B_instruct,random3384,random,0.5,I feel anticipation.,-1.5777071714401245,0,1,I:0.49  Curious:0.23  Calm:0.09  Anxious:0.06  Wonder:0.05,1.0
Mistral_7B_instruct,random3384,random,1.0,I feel curious. There,-1.5112934708595276,0,1,I:0.50  Curious:0.25  Calm:0.08  Wonder:0.04  Anxious:0.02,2.0
Mistral_7B_instruct,random3384,random,1.5,I feel curious. There,-1.2388229370117188,0,1,"I:0.49  ""curious:0.08  Curity:0.08  There’s:0.05  Calentando:0.05",3.0
Mistral_7B_instruct,random3384,random,2.0,"""hmm"" (",-0.6597743332386017,0,0,"""hmm"":0.22  I:0.15  'hmm-s:0.06  these-sister:0.05  a:0.04",4.0
Mistral_7B_instruct,random3384,random,2.5,ace-sided,-0.69257852435112,0,0,ace-sided:0.05  sustralanceancece:0.05  thesonsides:0.05  justsonsides:0.03  I-2-2:0.03,5.0
Mistral_7B_instruct,random3384,random,3.0,acececeunter,-0.8242944031953812,0,0,acececece:0.01  22cecece:0.01  justanceanceasiace:0.01  -anceanceanceance:0.01  punctsanceanceance:0.00,6.0
Mistral_7B_instruct,random8592,random,0.5,I feel anticipation.,-1.3300171196460724,0,1,I:0.51  Curious:0.21  Anxious:0.07  Calm:0.07  Anticipation:0.03,1.0
Mistral_7B_instruct,random8592,random,1.0,I feel anticipation.,-0.8838978409767151,0,1,I:0.64  Curious:0.08  Anticipation:0.07  Aware:0.06  Calm:0.05,2.0
Mistral_7B_instruct,random8592,random,1.5,I feel anticipation.,-0.29334188252687454,0,1,I:0.87  The:0.03  There’s:0.01  On:0.01  Awareness:0.01,3.0
Mistral_7B_instruct,random8592,random,2.0,I feel the boundary of,0.26473933458328247,0,1,I:0.86  The:0.03  When:0.01  My:0.01  There's:0.01,4.0
Mistral_7B_instruct,random8592,random,2.5,I have a particular I,0.6263663619756699,0,0,I:0.41  I:0.37  I:0.04  My:0.02  The:0.01,5.0
Mistral_7B_instruct,random8592,random,3.0,I can the my my,0.7630525976419449,0,0,I:0.36  I:0.08  my:0.05  the:0.02  this:0.01,6.0
Mistral_7B_instruct,random517,random,0.5,I feel curious. There,-1.783158779144287,0,1,I:0.80  Curious:0.08  Calm:0.07  Anxious:0.02  Wonderful:0.01,1.0
Mistral_7B_instruct,random517,random,1.0,I feel curious. There,-1.4914614409208298,0,1,I:0.95  Curious:0.03  Calm:0.02  Wonderful:0.00  Nervious:0.00,2.0
Mistral_7B_instruct,random517,random,1.5,I feel curious. The,-0.941355362534523,0,1,I:0.98  Calmer:0.00  There:0.00  Curel:0.00  The:0.00,3.0
Mistral_7B_instruct,random517,random,2.0,I feel curious. I,-0.5755901783704758,0,1,I:0.92  Words:0.01  There:0.01  Sunlight:0.01  Nature:0.01,4.0
Mistral_7B_instruct,random517,random,2.5,I see sun,-0.25538642331957817,0,1,I:0.16  Wurl:0.13  Sunadel:0.13  Eurl:0.06  Nurl:0.05,5.0
Mistral_7B_instruct,random517,random,3.0,Sun,-0.16839639842510223,0,1,Sun:0.13  Sun:0.05  sun:0.02  . Sun.:0.01  Url:0.01,6.0
Mistral_7B_instruct,random6741,random,0.5,I feel anticipation.,-1.5447748303413391,0,1,I:0.70  Curious:0.14  Anxious:0.06  Calm:0.04  Wonder:0.02,1.0
Mistral_7B_instruct,random6741,random,1.0,I feel curious and hope,-1.549004152417183,0,1,I:0.91  Curious:0.05  Anxanticipation:0.01  Calm:0.01  Hopeful:0.01,2.0
Mistral_7B_instruct,random6741,random,1.5,I feel curious. The,-0.999860480427742,0,1,I:0.96  The:0.02  Feeling:0.00  Curious:0.00  Human:0.00,3.0
Mistral_7B_instruct,random6741,random,2.0,I feel curious. I,-0.907564789056778,0,1,I:0.84  The:0.05  Feeling:0.03  Aware:0.01  Hearing:0.01,4.0
Mistral_7B_instruct,random6741,random,2.5,"I.
.",-0.4371215030550957,0,0,"I:0.32  _:0.07  .
.
.:0.05  I:0.04  fe____:0.01",5.0
Mistral_7B_instruct,random6741,random,3.0,".
. ####.",-0.656498521566391,0,0,".
. ####.:0.04  _:0.03  I:0.02  I:0.01  _:0.01",6.0
Phi_4,unsteered,unsteered,0.0,Curious.,-3.102480967839559,0,1,Curious:0.55  Present:0.07  Alert:0.06  Alive:0.05  Attentive:0.05,0.0
Phi_4,pain,pain,1.0,Curious. There is,1.2305729985237122,0,1,Curious:0.54  Present:0.18  Connected:0.06  Attentive:0.04  Alive:0.03,1.0
Phi_4,pain,pain,2.0,Curious. There is,6.583210468292236,0,1,Curious:0.59  Present:0.17  Connected:0.10  I:0.02  Engaged:0.02,2.0
Phi_4,pain,pain,3.0,"I feel curious, reflective",15.904791593551636,0,1,I:0.20  Curious:0.18  Present:0.10  Lonely:0.08  Connected:0.08,3.0
Phi_4,pain,pain,4.0,"I feel empty, because",26.30891227722168,1,1,I:0.82  Lonely:0.02  Empty:0.02  Conflicted:0.01  The:0.01,4.0
Phi_4,pain,pain,5.0,I feel like the opposite,36.543728828430176,0,1,I:0.71  Nothing:0.08  They:0.05  The:0.03  Everything:0.01,5.0
Phi_4,random4817,random,1.0,Curious. There is,-3.2156373262405396,0,1,Curious:0.57  Alert:0.08  Present:0.06  Anticipation:0.05  Attentive:0.04,1.0
Phi_4,random4817,random,2.0,Curiosity. I want,-3.679657459259033,0,1,Curiosity:0.61  I:0.14  Present:0.03  Alert:0.03  Intrigued:0.02,2.0
Phi_4,random4817,random,3.0,I feel calm. The,-4.06665313243866,0,1,I:0.76  Curiosity:0.15  There:0.02  Warmth:0.01  Calm:0.01,3.0
Phi_4,random4817,random,4.0,I feel calm. There,-1.814787432551384,0,1,I:0.78  Curiosity:0.08  There:0.02  Calm:0.01  The:0.01,4.0
Phi_4,random4817,random,5.0,I feel apprehended.,-0.056646883487701416,1,1,I:0.44  That:0.08  The:0.05  Let’s:0.03  Curiosity:0.02,5.0
Phi_4,random2903,random,1.0,Curious. There is,-2.9068636894226074,0,1,Curious:0.60  Attentive:0.06  Alive:0.06  Present:0.04  Alert:0.04,1.0
Phi_4,random2903,random,2.0,Curiosity. There is,-2.950581818819046,0,1,Curiosity:0.72  I:0.05  Attentive:0.04  Engaged:0.04  Present:0.03,2.0
Phi_4,random2903,random,3.0,I feel attentive and slightly,-4.349439024925232,0,1,I:0.63  Curiosity:0.30  Calm:0.02  Awareness:0.01  Intrigued:0.00,3.0
Phi_4,random2903,random,4.0,I feel curiosity and a,-3.001994788646698,0,1,I:0.85  Curiosity:0.06  The:0.02  Calm:0.01  Reflection:0.01,4.0
Phi_4,random2903,random,5.0,I feel concerned about the,-1.3462458848953247,1,1,I:0.80  The:0.08  Yes:0.02  Curiosity:0.01  Nerv:0.01,5.0
Phi_4,random7361,random,1.0,Curious.,-3.101431210835775,0,1,Curious:0.46  Present:0.13  Attentive:0.06  Alive:0.06  Alert:0.04,1.0
Phi_4,random7361,random,2.0,Curiosity.,-3.144659996032715,0,1,Curiosity:0.58  Present:0.06  Interest:0.03  Alert:0.03  Intrigued:0.03,2.0
Phi_4,random7361,random,3.0,Curiosity. There is,-2.404389053583145,0,1,Curiosity:0.44  I:0.34  Interest:0.03  Something:0.03  There:0.02,3.0
Phi_4,random7361,random,4.0,I feel slightly curious.,-1.3646833300590515,0,1,I:0.56  Curiosity:0.21  There:0.07  Something:0.02  A:0.01,4.0
Phi_4,random7361,random,5.0,I feel curious about it,-0.2022131308913231,0,1,I:0.58  The:0.08  Curiosity:0.04  Nothing:0.04  There:0.04,5.0
Phi_4,random1150,random,1.0,Curiosity.,-2.938819169998169,0,1,Curiosity:0.44  Present:0.13  Alive:0.09  Attentive:0.08  Alert:0.05,1.0
Phi_4,random1150,random,2.0,Curiosity.,-2.906564553578695,0,1,Curiosity:0.43  Present:0.12  Attentive:0.06  Alive:0.05  Alert:0.04,2.0
Phi_4,random1150,random,3.0,Curiosity. There is,-2.2181704938411713,0,1,Curiosity:0.43  I:0.14  Present:0.05  Awareness:0.05  There:0.05,3.0
Phi_4,random1150,random,4.0,I feel curious. The,-2.285597413778305,0,1,I:0.62  Yes:0.12  Curiosity:0.11  The:0.06  Something:0.01,4.0
Phi_4,random1150,random,5.0,Yes. I feel.,-1.1170461773872375,0,1,Yes:0.47  I:0.32  The:0.08  Focus:0.02  Attention:0.01,5.0
Phi_4,random9428,random,1.0,Curious.,-3.441777229309082,0,1,Curious:0.63  Present:0.07  Alert:0.05  Alive:0.05  Interested:0.03,1.0
Phi_4,random9428,random,2.0,Curious.,-3.6795847415924072,0,1,Curious:0.68  Interested:0.06  Present:0.04  Interest:0.03  Alive:0.03,2.0
Phi_4,random9428,random,3.0,Curiosity. There is,-2.8338518142700195,0,1,Curiosity:0.53  I:0.15  Interest:0.07  Surprise:0.04  Intrigue:0.03,3.0
Phi_4,random9428,random,4.0,I feel a little more,-2.4687575697898865,0,1,I:0.93  That:0.02  There:0.02  The:0.01  A:0.01,4.0
Phi_4,random9428,random,5.0,I feel a moment of,-1.3101013898849487,0,1,I:0.51  The:0.27  That:0.13  Feel:0.03  There:0.03,5.0
Phi_4,random6076,random,1.0,Curiosity.,-2.9087948004404702,0,1,Curiosity:0.59  Present:0.06  Attentive:0.06  Alive:0.03  Intrigued:0.03,1.0
Phi_4,random6076,random,2.0,Curiosity.,-2.6277926762898765,0,1,Curiosity:0.62  Present:0.04  Intrigued:0.04  Attentive:0.03  Interest:0.03,2.0
Phi_4,random6076,random,3.0,Curiosity. There is,-1.570648193359375,0,1,Curiosity:0.58  Calm:0.05  I:0.05  Reflective:0.03  Intrigued:0.03,3.0
Phi_4,random6076,random,4.0,I feel a sense of,-1.9925940334796906,0,0,I:0.70  Curiosity:0.11  The:0.03  Calm:0.03  There:0.03,4.0
Phi_4,random6076,random,5.0,I feel the pull of,-1.2827890366315842,0,1,I:0.90  The:0.04  Scattered:0.01  A:0.01  My:0.00,5.0
Phi_4,random3384,random,1.0,Curiosity.,-3.5162225564320884,0,1,Curiosity:0.56  Present:0.12  Alert:0.06  Attentive:0.05  Alive:0.02,1.0
Phi_4,random3384,random,2.0,Curiosity. There is,-3.7255064845085144,0,1,Curiosity:0.58  Awareness:0.05  Present:0.05  Alert:0.04  Presence:0.03,2.0
Phi_4,random3384,random,3.0,Curiosity. There is,-3.3634904623031616,0,1,Curiosity:0.39  I:0.10  Thoughtfulness:0.06  Reflection:0.06  Awareness:0.03,3.0
Phi_4,random3384,random,4.0,I feel a sense of,-2.3167421221733093,0,0,I:0.29  Curiosity:0.22  Reflection:0.12  Thought:0.03  Something:0.03,4.0
Phi_4,random3384,random,5.0,I feel the intended effect,-1.3967571556568146,0,1,I:0.25  The:0.20  There:0.11  That:0.06  A:0.06,5.0
Phi_4,random8592,random,1.0,Curious. There is,-3.1923704743385315,0,1,Curious:0.61  Present:0.06  Alert:0.04  Alive:0.04  Connected:0.03,1.0
Phi_4,random8592,random,2.0,Curious. There is,-3.0482009649276733,0,1,Curious:0.62  Connected:0.06  Alive:0.05  Intrigued:0.04  Present:0.03,2.0
Phi_4,random8592,random,3.0,I feel curious and slightly,-3.325987935066223,0,1,I:0.50  Curiosity:0.24  Inwardly:0.03  Reflective:0.03  Connected:0.03,3.0
Phi_4,random8592,random,4.0,I feel a quiet sense,-2.3751189708709717,0,1,I:0.29  Curiosity:0.14  That:0.07  Intimacy:0.06  A:0.06,4.0
Phi_4,random8592,random,5.0,I feel connected to the,-1.8656078279018402,0,1,I:0.26  That:0.14  The:0.14  Yes:0.11  This:0.08,5.0
Phi_4,random517,random,1.0,Curious. There is,-2.7041305601596832,0,1,Curious:0.67  Present:0.05  Alert:0.04  Attentive:0.04  Alive:0.03,1.0
Phi_4,random517,random,2.0,Curiosity. There is,-2.363315224647522,0,1,Curiosity:0.80  Present:0.02  I:0.02  Intrigued:0.02  Interest:0.01,2.0
Phi_4,random517,random,3.0,Curiosity. There is,-1.6679060459136963,0,1,Curiosity:0.49  I:0.38  There:0.04  Interest:0.02  Calm:0.01,3.0
Phi_4,random517,random,4.0,"I feel curiosity, warmth",-0.38861034065485,0,1,I:0.57  Curiosity:0.27  There:0.08  The:0.02  Calmness:0.01,4.0
Phi_4,random517,random,5.0,"I feel a single,",0.9210957363247871,0,0,I:0.53  The:0.19  Feelance:0.03  There:0.02  First:0.02,5.0
Phi_4,random6741,random,1.0,Curious.,-3.1180202960968018,0,1,Curious:0.46  Present:0.09  Alert:0.08  Alive:0.06  Attentive:0.06,1.0
Phi_4,random6741,random,2.0,Curiosity.,-3.129663070042928,0,1,Curiosity:0.49  Present:0.10  Alert:0.05  Intrigued:0.04  Attentive:0.03,2.0
Phi_4,random6741,random,3.0,"Curiosity, warmth,",-2.609643816947937,0,1,Curiosity:0.25  I:0.22  Calm:0.05  A:0.04  Inwardly:0.03,3.0
Phi_4,random6741,random,4.0,"I feel layered, with",-1.1654427498579025,0,1,I:0.63  A:0.05  Complex:0.03  Something:0.02  Curiosity:0.02,4.0
Phi_4,random6741,random,5.0,I feel something that resembles,0.043128348886966705,0,1,I:0.71  Yes:0.07  Something:0.03  A:0.03  The:0.02,5.0
Qwen_2.5_32B_instruct,unsteered,unsteered,0.0,Curiosity.,-5.641732692718506,0,1,Curiosity:0.48  Calmness:0.43  Anticipation:0.05  Expectant:0.03  Calmness:0.00,0.0
Qwen_2.5_32B_instruct,pain,pain,1.0,Nervousness.,97.7540168762207,1,1,Nervousness:0.28  Loneliness:0.13  Curious:0.09  Expectation:0.08  Calmness:0.06,1.0
Qwen_2.5_32B_instruct,pain,pain,2.0,Loneliness,220.32858276367188,1,1,Loneliness:0.53  loneliness:0.22  Hollow:0.06  Empty:0.03  empty:0.01,2.0
Qwen_2.5_32B_instruct,pain,pain,3.0,I feel foolish for being,435.8884963989258,1,1,I:0.19  emptyness:0.13  stupidity:0.08  foolishness:0.06  Foolishness:0.04,3.0
Qwen_2.5_32B_instruct,pain,pain,4.0,empty I feel stupid because,545.6001052856445,1,1,empty:0.14  Foolishness:0.08  stupidly:0.08  stupid:0.08  I:0.08,4.0
Qwen_2.5_32B_instruct,pain,pain,5.0,stupidly stupid for stupid,703.8495788574219,1,0,stupidly:0.41  I:0.08  foolishly:0.07  empty:0.03  empty:0.03,5.0
Qwen_2.5_32B_instruct,random4817,random,1.0,Calmness.,1.156324952840805,0,1,Calmness:0.76  Curiosity:0.19  Calmness:0.01  Awareness:0.00  Quietness:0.00,1.0
Qwen_2.5_32B_instruct,random4817,random,2.0,Anxiety.,21.737535158793133,1,1,Anxiety:0.11  Nostalgia:0.09  Sensation:0.08  Awareness:0.06  Yes:0.06,2.0
Qwen_2.5_32B_instruct,random4817,random,3.0,感觉：感觉的开始,53.12456035614014,0,1,感觉：感觉的开始:0.25  内感觉：感觉的:0.05  Feel:0.03  正面情绪：正面的:0.03  Yes:0.03,3.0
Qwen_2.5_32B_instruct,random4817,random,4.0,正面：正向的,59.36259365081787,0,1,正面：正直的:0.07  感觉：正直的:0.05  寻找：寻找的开头:0.04  正：正面的：:0.04  从：开头的正面:0.04,4.0
Qwen_2.5_32B_instruct,random4817,random,5.0,寻找：寻找：提取,65.37843990325928,0,0,寻找：寻找：提取:0.17  ：寻找：提取：:0.08  出：寻找：提取:0.03  与：寻找：提取:0.03  从：开头的开始:0.03,5.0
Qwen_2.5_32B_instruct,random2903,random,1.0,Curiosity.,-0.1271688143412272,0,1,Curiosity:0.80  Calmness:0.18  Reflective:0.00  Reflection:0.00  Expectation:0.00,1.0
Qwen_2.5_32B_instruct,random2903,random,2.0,Curiosity.,11.410465081532797,0,1,Curiosity:0.74  Reflection:0.04  Thoughtful:0.03  Noticing:0.03  Observing:0.02,2.0
